Rectangle 0: x=997, y=835, w=73, h=120
Rectangle 25: x=948, y=451, w=17, h=8
Rectangle 26: x=945, y=387, w=27, h=12
Rectangle 27: x=953, y=377, w=20, h=8
Rectangle 28: x=900, y=397, w=23, h=51
Rectangle 29: x=907, y=452, w=15, h=17
Rectangle 30: x=924, y=421, w=13, h=21
Rectangle 31: x=890, y=431, w=10, h=9
Rectangle 32: x=649, y=501, w=94, h=35
Rectangle 33: x=676, y=539, w=44, h=6
Rectangle 34: x=694, y=546, w=19, h=24
Rectangle 35: x=667, y=482, w=70, h=16
Rectangle 36: x=666, y=466, w=66, h=12
Rectangle 37: x=457, y=509, w=130, h=32
Rectangle 38: x=462, y=544, w=80, h=19
Rectangle 39: x=496, y=568, w=38, h=5
Rectangle 40: x=510, y=575, w=19, h=18
Rectangle 41: x=472, y=566, w=14, h=6
Rectangle 42: x=547, y=542, w=23, h=17
Rectangle 43: x=505, y=497, w=68, h=11
Rectangle 44: x=511, y=483, w=19, h=14
Rectangle 45: x=540, y=478, w=25, h=19
Rectangle 46: x=472, y=497, w=24, h=11
Rectangle 47: x=453, y=443, w=39, h=18
Rectangle 48: x=464, y=464, w=17, h=14
Rectangle 49: x=460, y=430, w=24, h=10
Rectangle 50: x=467, y=426, w=10, h=4
Rectangle 51: x=577, y=448, w=22, h=27
Rectangle 52: x=512, y=394, w=72, h=18
Rectangle 53: x=517, y=415, w=42, h=7
Rectangle 54: x=526, y=428, w=16, h=12
Rectangle 55: x=515, y=375, w=40, h=16
Rectangle 56: x=553, y=378, w=23, h=13
Rectangle 57: x=525, y=356, w=24, h=17
Rectangle 58: x=351, y=499, w=26, h=27
Rectangle 59: x=110, y=385, w=35, h=29
Rectangle 60: x=121, y=413, w=18, h=11
Rectangle 61: x=89, y=493, w=60, h=22
Rectangle 62: x=99, y=472, w=45, h=20
Rectangle 63: x=112, y=457, w=27, h=13
Rectangle 64: x=120, y=449, w=11, h=8
Rectangle 65: x=161, y=516, w=17, h=80
Rectangle 66: x=180, y=541, w=10, h=30
Rectangle 67: x=148, y=552, w=16, h=24
Rectangle 68: x=153, y=543, w=10, h=9
Rectangle 69: x=88, y=601, w=51, h=20
Rectangle 70: x=99, y=588, w=32, h=11
Rectangle 71: x=111, y=576, w=16, h=11
Rectangle 72: x=108, y=625, w=18, h=23
Rectangle 73: x=168, y=641, w=38, h=32
Rectangle 74: x=175, y=629, w=20, h=12
Rectangle 75: x=155, y=705, w=17, h=11
Rectangle 76: x=118, y=750, w=22, h=24
Rectangle 77: x=160, y=774, w=45, h=38
Rectangle 78: x=177, y=812, w=14, h=15
Rectangle 79: x=170, y=759, w=28, h=15
Rectangle 80: x=181, y=745, w=13, h=14
Rectangle 81: x=175, y=750, w=8, h=6
Rectangle 82: x=224, y=806, w=17, h=52
Rectangle 83: x=273, y=782, w=25, h=48
Rectangle 84: x=279, y=830, w=11, h=13
Rectangle 85: x=264, y=805, w=10, h=22
Rectangle 86: x=302, y=803, w=8, h=20
Rectangle 87: x=280, y=777, w=10, h=9
Rectangle 88: x=415, y=935, w=26, h=15
Rectangle 89: x=464, y=864, w=30, h=45
Rectangle 90: x=451, y=886, w=18, h=13
Rectangle 91: x=471, y=908, w=12, h=13
Rectangle 92: x=460, y=869, w=8, h=13
Rectangle 93: x=473, y=851, w=10, h=13
Rectangle 94: x=371, y=813, w=52, h=56
Rectangle 95: x=390, y=872, w=15, h=27
Rectangle 96: x=353, y=841, w=25, h=23
Rectangle 97: x=360, y=830, w=16, h=8
Rectangle 98: x=369, y=817, w=12, h=9
Rectangle 99: x=396, y=742, w=27, h=18
Rectangle 100: x=453, y=785, w=27, h=36
Rectangle 101: x=461, y=774, w=8, h=11
Rectangle 102: x=466, y=726, w=34, h=25
Rectangle 103: x=476, y=715, w=12, h=8
Rectangle 104: x=431, y=662, w=36, h=29
Rectangle 105: x=441, y=648, w=18, h=11
Rectangle 106: x=370, y=634, w=53, h=31
Rectangle 107: x=383, y=668, w=24, h=25
Rectangle 108: x=379, y=606, w=35, h=27
Rectangle 109: x=386, y=588, w=17, h=15
Rectangle 110: x=310, y=570, w=46, h=35
Rectangle 111: x=330, y=606, w=15, h=22
Rectangle 112: x=317, y=550, w=32, h=18
Rectangle 113: x=329, y=544, w=11, h=7
Rectangle 114: x=331, y=537, w=11, h=8
Rectangle 115: x=262, y=650, w=47, h=26
Rectangle 116: x=275, y=632, w=20, h=16
Rectangle 117: x=277, y=619, w=14, h=11
Rectangle 118: x=283, y=673, w=18, h=20
Rectangle 119: x=312, y=726, w=61, h=31
Rectangle 120: x=310, y=759, w=52, h=6
Rectangle 121: x=338, y=770, w=15, h=18
Rectangle 122: x=336, y=767, w=14, h=18
Rectangle 123: x=320, y=710, w=50, h=15
Rectangle 124: x=341, y=696, w=19, h=17
Rectangle 125: x=205, y=718, w=67, h=22
Rectangle 126: x=221, y=698, w=46, h=22
Rectangle 127: x=232, y=681, w=23, h=19
Rectangle 128: x=227, y=688, w=9, h=9
Rectangle 129: x=225, y=739, w=21, h=33
Rectangle 130: x=507, y=753, w=55, h=32
Rectangle 131: x=511, y=735, w=45, h=17
Rectangle 132: x=516, y=720, w=33, h=12
Rectangle 133: x=525, y=710, w=18, h=9
Rectangle 134: x=527, y=707, w=16, h=7
Rectangle 135: x=581, y=797, w=29, h=20
Rectangle 136: x=553, y=856, w=21, h=43
Rectangle 137: x=557, y=899, w=15, h=16
Rectangle 138: x=599, y=879, w=34, h=19
Rectangle 139: x=605, y=861, w=26, h=14
Rectangle 140: x=639, y=855, w=46, h=24
Rectangle 141: x=647, y=839, w=26, h=14
Rectangle 142: x=654, y=836, w=17, h=5
Rectangle 143: x=700, y=874, w=25, h=33
Rectangle 144: x=661, y=930, w=41, h=27
Rectangle 145: x=595, y=948, w=24, h=24
Rectangle 146: x=602, y=938, w=13, h=6
Rectangle 147: x=605, y=976, w=10, h=8
Rectangle 148: x=699, y=979, w=31, h=24
Rectangle 149: x=703, y=1003, w=19, h=9
Rectangle 150: x=666, y=916, w=18, h=13
Rectangle 151: x=729, y=769, w=32, h=15
Rectangle 152: x=742, y=757, w=20, h=13
Rectangle 153: x=738, y=761, w=6, h=5
Rectangle 154: x=744, y=787, w=10, h=7
Rectangle 155: x=736, y=684, w=42, h=18
Rectangle 156: x=752, y=709, w=15, h=5
Rectangle 157: x=757, y=717, w=11, h=9
Rectangle 158: x=746, y=663, w=28, h=20
Rectangle 159: x=700, y=611, w=25, h=33
Rectangle 160: x=654, y=618, w=36, h=22
Rectangle 161: x=674, y=646, w=11, h=8
Rectangle 162: x=664, y=607, w=19, h=12
Rectangle 163: x=558, y=612, w=56, h=20
Rectangle 164: x=580, y=638, w=16, h=24
Rectangle 165: x=566, y=601, w=25, h=6
Rectangle 166: x=575, y=588, w=21, h=11
Rectangle 167: x=600, y=598, w=12, h=10
Rectangle 168: x=623, y=690, w=40, h=23
Rectangle 169: x=636, y=680, w=17, h=5
Rectangle 170: x=640, y=717, w=17, h=15
Rectangle 171: x=760, y=552, w=42, h=21
Rectangle 172: x=765, y=538, w=27, h=14
Rectangle 173: x=772, y=529, w=12, h=7
Rectangle 174: x=773, y=481, w=32, h=18
Rectangle 175: x=780, y=468, w=18, h=8
Rectangle 176: x=651, y=382, w=35, h=36
Rectangle 177: x=662, y=423, w=19, h=17
Rectangle 178: x=700, y=339, w=39, h=17
Rectangle 179: x=707, y=326, w=30, h=10
Rectangle 180: x=702, y=302, w=32, h=17
Rectangle 181: x=708, y=294, w=15, h=3
Rectangle 182: x=662, y=213, w=41, h=52
Rectangle 183: x=667, y=201, w=29, h=12
Rectangle 184: x=609, y=178, w=49, h=75
Rectangle 185: x=600, y=144, w=63, h=31
Rectangle 186: x=604, y=118, w=60, h=22
Rectangle 187: x=613, y=102, w=33, h=13
Rectangle 188: x=629, y=88, w=12, h=12
Rectangle 189: x=726, y=128, w=48, h=59
Rectangle 190: x=739, y=189, w=18, h=15
Rectangle 191: x=713, y=147, w=22, h=24
Rectangle 192: x=790, y=206, w=31, h=38
Rectangle 193: x=800, y=248, w=15, h=9
Rectangle 194: x=803, y=189, w=13, h=16
Rectangle 195: x=840, y=167, w=34, h=24
Rectangle 196: x=844, y=149, w=19, h=14
Rectangle 197: x=852, y=137, w=10, h=8
Rectangle 198: x=850, y=192, w=12, h=12
Rectangle 199: x=854, y=94, w=30, h=22
Rectangle 200: x=866, y=80, w=11, h=13
Rectangle 201: x=858, y=87, w=6, h=5
Rectangle 202: x=778, y=93, w=49, h=20
Rectangle 203: x=797, y=119, w=18, h=24
Rectangle 204: x=787, y=66, w=37, h=23
Rectangle 205: x=794, y=50, w=21, h=13
Rectangle 206: x=893, y=144, w=49, h=19
Rectangle 207: x=907, y=163, w=22, h=10
Rectangle 208: x=902, y=128, w=30, h=13
Rectangle 209: x=909, y=114, w=22, h=15
Rectangle 210: x=912, y=105, w=13, h=7
Rectangle 211: x=852, y=244, w=102, h=47
Rectangle 212: x=879, y=296, w=43, h=42
Rectangle 213: x=871, y=339, w=59, h=15
Rectangle 214: x=867, y=232, w=81, h=11
Rectangle 215: x=878, y=219, w=59, h=14
Rectangle 216: x=893, y=211, w=11, h=3
Rectangle 217: x=996, y=360, w=35, h=34
Rectangle 218: x=988, y=375, w=9, h=10
Rectangle 219: x=743, y=411, w=24, h=19
Rectangle 220: x=736, y=423, w=15, h=9
Rectangle 221: x=740, y=434, w=13, h=5
Rectangle 222: x=769, y=388, w=46, h=38
Rectangle 223: x=767, y=372, w=56, h=11
Rectangle 224: x=773, y=365, w=45, h=6
Rectangle 225: x=780, y=354, w=28, h=10
Rectangle 226: x=789, y=345, w=13, h=9
Rectangle 227: x=755, y=336, w=33, h=16
Rectangle 228: x=773, y=326, w=50, h=23
Rectangle 229: x=778, y=310, w=36, h=13
Rectangle 230: x=1084, y=710, w=25, h=20
Rectangle 231: x=1089, y=731, w=15, h=6
Rectangle 232: x=1089, y=699, w=14, h=8
Rectangle 233: x=1127, y=671, w=32, h=30
Rectangle 234: x=1136, y=702, w=14, h=8
Rectangle 235: x=1134, y=659, w=20, h=11
Rectangle 236: x=1189, y=696, w=39, h=26
Rectangle 237: x=1202, y=727, w=14, h=9
Rectangle 238: x=1198, y=685, w=21, h=8
Rectangle 239: x=1209, y=676, w=8, h=6
Rectangle 240: x=1298, y=665, w=32, h=23
Rectangle 241: x=1167, y=608, w=47, h=24
Rectangle 242: x=1186, y=639, w=21, h=18
Rectangle 243: x=1186, y=593, w=23, h=17
Rectangle 244: x=1181, y=597, w=7, h=10
Rectangle 245: x=1219, y=576, w=71, h=44
Rectangle 246: x=1240, y=625, w=38, h=7
Rectangle 247: x=1249, y=634, w=23, h=21
Rectangle 248: x=1226, y=563, w=61, h=13
Rectangle 249: x=1235, y=551, w=44, h=10
Rectangle 250: x=1276, y=519, w=31, h=24
Rectangle 251: x=1288, y=511, w=12, h=6
Rectangle 252: x=1335, y=487, w=32, h=32
Rectangle 253: x=1370, y=499, w=9, h=16
Rectangle 254: x=1344, y=472, w=18, h=12
Rectangle 255: x=1351, y=458, w=13, h=16
Rectangle 256: x=1189, y=470, w=43, h=27
Rectangle 257: x=1198, y=456, w=28, h=11
Rectangle 258: x=1199, y=500, w=28, h=7
Rectangle 259: x=1203, y=513, w=18, h=17
Rectangle 260: x=1252, y=452, w=14, h=22
Rectangle 261: x=1236, y=430, w=44, h=22
Rectangle 262: x=1243, y=417, w=34, h=12
Rectangle 263: x=1256, y=414, w=13, h=6
Rectangle 264: x=1285, y=409, w=63, h=33
Rectangle 265: x=1296, y=442, w=40, h=13
Rectangle 266: x=1308, y=458, w=17, h=20
Rectangle 267: x=1287, y=399, w=54, h=12
Rectangle 268: x=1293, y=390, w=45, h=12
Rectangle 269: x=1303, y=382, w=22, h=7
Rectangle 270: x=1347, y=395, w=26, h=17
Rectangle 271: x=1354, y=416, w=20, h=6
Rectangle 272: x=1415, y=452, w=25, h=31
Rectangle 273: x=1420, y=439, w=16, h=11
Rectangle 274: x=1422, y=429, w=17, h=11
Rectangle 275: x=1401, y=353, w=45, h=25
Rectangle 276: x=1415, y=382, w=18, h=20
Rectangle 277: x=1407, y=336, w=34, h=15
Rectangle 278: x=1413, y=323, w=25, h=11
Rectangle 279: x=1425, y=312, w=6, h=5
Rectangle 280: x=1350, y=296, w=49, h=25
Rectangle 281: x=1363, y=321, w=29, h=7
Rectangle 282: x=1371, y=328, w=14, h=10
Rectangle 283: x=1358, y=286, w=37, h=9
Rectangle 284: x=1363, y=274, w=23, h=10
Rectangle 285: x=1363, y=266, w=22, h=5
Rectangle 286: x=1368, y=258, w=11, h=6
Rectangle 287: x=1297, y=251, w=53, h=50
Rectangle 288: x=1313, y=303, w=21, h=17
Rectangle 289: x=1255, y=311, w=33, h=36
Rectangle 290: x=1291, y=331, w=7, h=16
Rectangle 291: x=1269, y=351, w=13, h=13
Rectangle 292: x=1250, y=326, w=11, h=21
Rectangle 293: x=1265, y=297, w=14, h=15
Rectangle 294: x=1267, y=285, w=14, h=14
Rectangle 295: x=985, y=266, w=29, h=45
Rectangle 296: x=974, y=286, w=21, h=18
Rectangle 297: x=1014, y=277, w=7, h=34
Rectangle 298: x=1023, y=303, w=2, h=7
Rectangle 299: x=996, y=247, w=13, h=17
Rectangle 300: x=1038, y=235, w=34, h=24
Rectangle 301: x=1054, y=227, w=8, h=9
Rectangle 302: x=1051, y=261, w=19, h=7
Rectangle 303: x=1118, y=243, w=38, h=22
Rectangle 304: x=1130, y=233, w=20, h=14
Rectangle 305: x=1167, y=232, w=29, h=30
Rectangle 306: x=1156, y=240, w=15, h=16
Rectangle 307: x=1173, y=222, w=14, h=13
Rectangle 308: x=1223, y=201, w=45, h=30
Rectangle 309: x=1233, y=176, w=27, h=22
Rectangle 310: x=1243, y=162, w=17, h=16
Rectangle 311: x=1265, y=155, w=21, h=47
Rectangle 312: x=1209, y=129, w=18, h=35
Rectangle 313: x=747, y=244, w=31, h=15
Rectangle 314: x=740, y=261, w=46, h=13
Rectangle 315: x=744, y=278, w=28, h=10
Rectangle 316: x=548, y=196, w=29, h=26
Rectangle 317: x=559, y=183, w=15, h=10
Rectangle 318: x=430, y=309, w=21, h=18
Rectangle 319: x=436, y=215, w=48, h=34
Rectangle 320: x=442, y=197, w=38, h=17
Rectangle 321: x=452, y=185, w=20, h=8
Rectangle 322: x=488, y=172, w=42, h=27
Rectangle 323: x=491, y=156, w=37, h=15
Rectangle 324: x=499, y=145, w=23, h=9
Rectangle 325: x=502, y=133, w=16, h=11
Rectangle 326: x=508, y=200, w=13, h=19
Rectangle 327: x=504, y=204, w=9, h=11
Rectangle 328: x=458, y=254, w=15, h=21
Rectangle 329: x=558, y=261, w=21, h=36
Rectangle 330: x=548, y=301, w=51, h=20
Rectangle 331: x=581, y=284, w=11, h=13
Rectangle 332: x=563, y=323, w=20, h=25
Rectangle 333: x=334, y=411, w=34, h=36
Rectangle 334: x=319, y=428, w=22, h=16
Rectangle 335: x=341, y=447, w=15, h=11
Rectangle 336: x=341, y=397, w=12, h=16
Rectangle 337: x=263, y=338, w=56, h=53
Rectangle 338: x=287, y=394, w=18, h=27
Rectangle 339: x=276, y=327, w=41, h=13
Rectangle 340: x=289, y=314, w=16, h=14
Rectangle 341: x=314, y=276, w=39, h=27
Rectangle 342: x=324, y=261, w=23, h=14
Rectangle 343: x=201, y=276, w=25, h=66
Rectangle 344: x=209, y=340, w=17, h=15
Rectangle 345: x=184, y=317, w=22, h=17
Rectangle 346: x=191, y=300, w=14, h=13
Rectangle 347: x=199, y=294, w=10, h=11
Rectangle 348: x=227, y=301, w=9, h=37
Rectangle 349: x=241, y=322, w=6, h=3
Rectangle 350: x=146, y=249, w=48, h=26
Rectangle 351: x=153, y=228, w=31, h=19
Rectangle 352: x=160, y=214, w=20, h=12
Rectangle 353: x=164, y=273, w=17, h=22
Rectangle 354: x=213, y=219, w=15, h=28
Rectangle 355: x=191, y=200, w=55, h=23
Rectangle 356: x=194, y=183, w=47, h=15
Rectangle 357: x=203, y=167, w=30, h=15
Rectangle 358: x=209, y=158, w=20, h=13
Rectangle 359: x=247, y=247, w=36, h=30
Rectangle 360: x=253, y=280, w=27, h=7
Rectangle 361: x=259, y=291, w=10, h=9
Rectangle 362: x=235, y=266, w=16, h=10
Rectangle 363: x=252, y=231, w=26, h=16
Rectangle 364: x=255, y=216, w=16, h=14
Rectangle 365: x=262, y=211, w=1, h=6
Rectangle 366: x=286, y=259, w=8, h=14
Rectangle 367: x=328, y=221, w=79, h=13
Rectangle 368: x=333, y=202, w=61, h=17
Rectangle 369: x=304, y=172, w=104, h=25
Rectangle 370: x=296, y=152, w=122, h=18
Rectangle 371: x=274, y=131, w=161, h=25
Rectangle 372: x=242, y=115, w=53, h=34
Rectangle 373: x=245, y=94, w=62, h=22
Rectangle 374: x=257, y=78, w=70, h=15
Rectangle 375: x=275, y=64, w=183, h=89
Rectangle 376: x=456, y=96, w=13, h=42
Rectangle 377: x=469, y=86, w=15, h=55
Rectangle 378: x=451, y=64, w=20, h=32
Rectangle 379: x=303, y=51, w=41, h=11
Rectangle 380: x=384, y=52, w=44, h=14
Rectangle 381: x=427, y=53, w=31, h=14
Rectangle 382: x=1013, y=185, w=98, h=36
Rectangle 383: x=962, y=105, w=156, h=60
Rectangle 384: x=973, y=165, w=220, h=42
Rectangle 385: x=958, y=184, w=25, h=16
Rectangle 386: x=969, y=169, w=6, h=10
Rectangle 387: x=1113, y=119, w=12, h=44
Rectangle 388: x=1125, y=140, w=52, h=26
Rectangle 389: x=1123, y=126, w=41, h=20
Rectangle 390: x=964, y=81, w=141, h=22
Rectangle 391: x=942, y=121, w=19, h=34
Rectangle 392: x=947, y=110, w=23, h=11
Rectangle 393: x=954, y=98, w=15, h=9
Rectangle 394: x=979, y=66, w=27, h=15
Rectangle 395: x=1015, y=62, w=49, h=17
Rectangle 396: x=1024, y=46, w=25, h=15
